Year,Make,Model,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,ExteriorColor,InteriorColor,Used,VIN,Stock#,ID_Car
2019,Bmw,330 i xDrive,AWD,25,34,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Alpine White,Black,True,3MW5R7J53K8B03434,OL1816,4938
2012,Mercedes-Benz,SLK-Class SLK 250,RWD,22,32,Gasoline,Automatic,1.8L I4 16V GDI DOHC Turbo,Black,Bengal Red / Black,True,WDDPK4HA4CF040361,HL6213,4939
2019,Mercedes-Benz,A-Class A 220 4MATIC,AWD,24,34,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Mountain Gray Metallic,Titanium Gray / Black,True,WDD3G4FB1KW003150,VB726,4940
2021,Volvo,XC90 T6 Momentum 7 Passenger,AWD,19,28,Gasoline,Automatic,2.0L I4 16V GDI DOHC,Onyx Black Metallic,Charcoal,False,YV4A22PK7M1761820,VP3258,4941
2019,Lexus,RX 350 350,AWD,19,26,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Caviar,Black,True,2T2BZMCA0KC202464,N658A,4942
2019,Cadillac,XT5 Luxury,FWD,19,26,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Crystal White Tri-Coat,Jet Black,True,1GYKNCRS0KZ137271,G1686A,4943
2021,Cadillac,Escalade Sport,4WD,14,19,Gasoline,Automatic,6.2L V8 16V GDI OHV,Crystal White Tri-Coat,Brandy,True,1GYS4FKL5MR244052,E5905,4944
2022,Acura,MDX A-Spec,AWD,19,25,Gasoline,Automatic,3.5L V6 24V GDI SOHC,Platinum White Pearl,Red,True,5J8YE1H05NL032173,13X12972,4945
2017,Bmw,430 i,RWD,23,34,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Imperial Blue Metallic,Black,True,WBA4R7C30HK896156,HK896156,4946
2015,Kia,Sorento LX,FWD,20,27,Gasoline,Automatic,4 Cylinder Engine,Dark Cherry,Beige,True,5XYKT3A66FG614011,FG614011,4947
2020,Lexus,GX 460 Base,4WD,15,19,Gasoline,Automatic,4.6L V8 32V MPFI DOHC,Black Onyx,Black,True,JTJAM7BX0L5262813,NIDP200036,4948
2020,Cadillac,XT6 Premium Luxury AWD,AWD,17,24,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Crystal White Tri-Coat,Cirrus,True,1GYKPDRS2LZ144546,U02481,4949
2020,Alfa,Romeo Giulia Base,RWD,24,33,Gasoline,Automatic,2.0L I4 16V GDI SOHC Turbo,Anodized Blue Metallic,Tan / Black,True,ZARFAMAN4L7626886,PL7626886,4950
2011,Mazda,CX-9 Grand Touring,AWD,16,22,Gasoline,Automatic,3.7L V6 24V MPFI DOHC,Brilliant Black Clearcoat,Black,True,JM3TB3DV7B0318626,318626,4951
2021,Jeep,Wrangler Unlimited Rubicon,4WD,17,23,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Sarge Green Clearcoat,Black,True,1C4HJXFN1MW581507,GM13286A,4952
2017,Toyota,Highlander LE,FWD,20,24,Gasoline,Automatic,2.7L I4 16V MPFI DOHC,Midnight Black Metallic,Black,True,5TDZARFH6HS029615,99924A,4953
2015,Honda,Civic SE,FWD,30,39,Gasoline,CVT,1.8L I4 16V MPFI SOHC,Silver,Black / Red,True,19XFB2F7XFE226308,22827138,4954
2020,Honda,Civic LX,FWD,30,38,Gasoline,CVT,2.0L I4 16V MPFI DOHC,Aegean Blue Metallic,Black,True,2HGFC2F65LH569212,003030A,4955
2016,Mercedes-Benz,GLE-Class GLE 350,RWD,18,24,Gasoline,Automatic,3.5L V6 24V GDI DOHC,Polar White,Ginger Beige / Espresso Brown,True,4JGDA5JB5GA804452,9N11281A,4956
2017,Lexus,LX 570 Base,4WD,13,18,Gasoline,Automatic,5.7L V8 32V MPFI DOHC,Pearl,Cabernet,True,JTJHY7AX5H4245605,DP15084,4957
2019,Infiniti,QX50 ESSENTIAL,AWD,24,30,Gasoline,CVT,2.0L I4 16V PDI DOHC Turbo,Hermosa Blue,Graphite,True,3PCAJ5M31KF104293,22344233,4958
2017,Bmw,750 i xDrive,AWD,16,25,Gasoline,Automatic,4.4L V8 32V GDI DOHC Twin Turbo,White,Brown,True,WBA7F2C34HG423307,21534613,4959
2018,Honda,Accord EX,FWD,30,38,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,Kona Coffee Metallic,Black,True,1HGCV1F44JA118998,7U118998,4960
2017,Bmw,X5 xDrive35i,AWD,18,24,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,Silver,Black,True,5UXKR0C30H0V75407,5407,4961
2016,Audi,A6 3.0T Prestige,AWD,20,29,Gasoline,Automatic,3.0L V6 24V GDI DOHC Supercharged,Mythos Black Metallic,Black,True,WAUHGAFC7GN002067,224172A,4962
2014,Bentley,Continental GT Speed,AWD,12,21,Flex Fuel,Automatic,12 Cylinder Engine,Ghost White 3 Coat Pearlescent,Linen,True,SCBFC7ZA1EC087390,RU-P28913C,4963
2021,Alfa,Romeo Stelvio Base,RWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI SOHC Turbo,Lunare White Metallic,Black,True,ZASPAJAN7M7D15507,TM7D15507,4964
2021,Ram,1500 Big Horn,4WD,19,24,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Maximum Steel Metallic,Black,True,1C6RRFBG5MN671271,N671271,4965
2016,Cadillac,CTS 2.0L Turbo Standard,RWD,21,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black Raven,Light Platinum / Jet Black,True,1G6AP5SX4G0177705,177705,4966
2020,Kia,Sportage LX,FWD,23,30,Gasoline,Automatic,2.4L I4 16V GDI DOHC,Hyper Red,Black,True,KNDPM3AC7L7814333,20246,4967
2019,Lincoln,Nautilus Reserve,AWD,20,25,Gasoline,Automatic,2.7L V6 24V GDI DOHC Twin Turbo,Iced Mocha Premium Colorant,Coffee,True,2LMPJ8LP7KBL47894,06937A,4968
2020,Land,Rover Range Rover Velar S R-Dynamic,4WD,21,27,Gasoline,Automatic,I4,Eiger Grey,Light Oyster / Ebony,True,SALYK2EX2LA283460,PH4790,4969
2021,Lexus,RX 350 Base,AWD,19,26,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Atomic Silver,Black,True,2T2JZMDA7MC258527,P15252,4970
2019,Mercedes-Benz,C-Class C 300 4MATIC,AWD,22,33,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black,Black,False,55SWF8EB4KU286908,KU286908T,4971
2021,Audi,Q7 45 Premium,AWD,19,23,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Navarra Blue Metallic,Saiga Beige,True,WA1LJAF79MD035262,AU118132B,4972
2019,Volkswagen,Atlas 3.6L SE w/Technology,AWD,17,23,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Reflex Silver Metallic,Titan Black,True,1V2UR2CA4KC555427,U13462,4973
2018,Audi,Q5 2.0T Tech Premium,AWD,23,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Ibis White,Atlas Beige / Gray,True,WA1ANAFY0J2202992,J2202992,4974
2020,Ram,1500 Laramie,4WD,19,24,Gasoline,Automatic,5.7L V8 16V MPFI OHV,Diamond Black,Black,True,1C6SRFJT2LN157389,LN157389,4975
2019,Honda,CR-V EX-L,AWD,27,33,Gasoline,CVT,4 Cylinder Engine,Gray,Black,False,2HKRW2H82KH620527,K029222A,4976
2021,Chevrolet,Tahoe RST,4WD,16,20,Gasoline,Automatic,5.3L V8 16V GDI OHV,Black,Black,True,1GNSKRKD2MR388154,388154,4977
2019,Nissan,Rogue S,AWD,25,32,Gasoline,CVT,2.5L I4 16V MPFI DOHC,Gun Metallic,Charcoal,True,KNMAT2MV3KP507515,KP507515,4978
2020,Infiniti,QX60 Pure,AWD,19,26,Gasoline,CVT,3.5L V6 24V GDI DOHC,Liquid Platinum,Black,True,5N1DL0MM4LC531626,48484,4979
2006,Nissan,Murano S,AWD,19,24,Gasoline,CVT,3.5L V6 24V MPFI DOHC,Glacier Pearl,Â,True,JN8AZ08W06W500253,77180,4980
2019,Mercedes-Benz,CLA 250 Base,FWD,24,37,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Gray Metallic,Black,True,WDDSJ4EB8KN768215,F32117,4981
2019,Mercedes-Benz,CLA 250 Base,FWD,24,37,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Â,Black,True,WDDSJ4EB2KN774544,KN774544,4982
2019,Mercedes-Benz,CLA 250 Base,FWD,24,37,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Polar White,Â,True,WDDSJ4EB7KN711990,KN711990,4983
2019,Mercedes-Benz,C-Class C 300,RWD,23,34,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Selenite Gray Metallic,Black,True,55SWF8DB4KU299322,H220446A,4984
2019,Mercedes-Benz,AMG GLE 43 4MATIC Coupe,AWD,17,22,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,Black,Â,True,4JGED6EB7KA138392,KA138392,4985
2019,Bmw,X3 xDrive30i,AWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Phytonic Blue Metallic,Â,False,5UXTR9C58KLR04497,KLR04497,4986
2020,Gmc,Terrain SLE,FWD,26,30,Gasoline,Automatic,1.5L I4 16V GDI DOHC Turbo,Satin Steel Metallic,Jet Black,True,3GKALMEV9LL257600,LL257600A,4987
2020,Toyota,Camry XSE,FWD,27,38,Gasoline,Automatic,2.5L I4 16V PDI DOHC,Celestial Silver / Midnight Black Metallic,Â,True,4T1K61AK0LU379345,LU379345,4988
2012,Cadillac,CTS Premium,AWD,18,27,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Black Raven,Ebony,True,1G6DS1E34C0139074,C0139074,4989
2019,Honda,CR-V EX-L,AWD,27,33,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,Gunmetal Metallic,Â,False,JHLRW2H85KX001315,KX001315,4990
2019,Subaru,Crosstrek 2.0i Premium,AWD,27,33,Gasoline,CVT,2.0L H4 16V GDI DOHC,Ice Silver Metallic,Black,True,JF2GTACC2K8352892,PO269B,4991
2019,Bmw,X5 xDrive40i,AWD,20,26,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,Jet Black,Black,False,5UXCR6C58KLL63790,KLL63790A,4992
2021,Volvo,XC60 T5 Inscription,FWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Onyx Black,Charcoal,True,YV4102DL8M1753700,V9990,4993
2020,Kia,Sorento S,FWD,19,26,Gasoline,Automatic,3.3L V6 24V GDI DOHC,Snow White Pearl,Black,True,5XYPG4A50LG641840,NT160545A,4994
2020,Lexus,RX 350 Base,FWD,20,27,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Black,Birch,True,2T2HZMAA3LC157325,P6437,4995
2019,Infiniti,QX50 ESSENTIAL,FWD,24,31,Gasoline,CVT,2.0L I4 16V PDI DOHC Turbo,Hermosa Blue,Graphite,False,3PCAJ5M14KF124360,I45471A,4996
2020,Bmw,750 i xDrive,AWD,17,25,Gasoline,Automatic,4.4L V8 32V GDI DOHC Twin Turbo,Jet Black,Cognac,False,WBA7U2C06LGJ59866,5140477A,4997
2021,Gmc,Yukon Denali,4WD,14,19,Gasoline,Automatic,6.2L V8 16V GDI OHV,White Frost Tri-Coat,Dark Walnut,True,1GKS2DKL2MR312375,5139713A,4998
2019,Ford,Edge ST,AWD,19,26,Gasoline,Automatic,2.7L V6 24V GDI DOHC Twin Turbo,Ford Performance Blue Metallic,Ebony,False,2FMPK4AP3KBB87503,KBB87503,4999
2019,Gmc,Yukon Denali,4WD,14,22,Gasoline,Automatic,6.2L V8 16V GDI OHV,White Frost,Jet Black,True,1GKS2CKJ7KR113666,FJUL2206,5000
2018,Toyota,Camry SE,FWD,28,39,Gasoline,Automatic,2.5L I4 16V PDI DOHC,Galactic Aqua,Ash,True,4T1B11HK1JU634442,C9M1291,5001
2019,Subaru,Outback 2.5i Limited,AWD,25,32,Gasoline,CVT,2.5L H4 16V MPFI DOHC,Wilderness Green Metallic,Ivory,True,4S4BSANC8K3383159,K3383159,5002
2020,Bmw,X7 xDrive40i,AWD,20,25,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,White Metallic,Black,True,5UXCW2C00L9A02173,P15358,5003
2019,Lincoln,Nautilus Reserve,AWD,20,25,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Iced Mocha Premium Colorant,Cappuccino,True,2LMPJ8L94KBL12358,J1554,5004
2009,Lexus,IS 250,AWD,20,26,Gasoline,Automatic,2.5L DOHC 24-valve direct injection V6 engine -inc: dual variabl,Smoky Granite Mica,Ecru,True,JTHCK262195032207,32207,5005
2016,Hyundai,Santa Fe Sport 2.0L Turbo,AWD,18,24,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Mineral Gray,Gray,True,5XYZWDLA4GG306933,222H3551,5006
2018,Nissan,Rogue SL,FWD,26,33,Gasoline,CVT,4 Cylinder Engine,Caspian Blue,Charcoal,True,5N1AT2MT6JC778584,NN05372,5007
2020,Alfa,Romeo Giulia Base,AWD,23,31,Gasoline,Automatic,2.0L I4 16V GDI SOHC Turbo,Lunare White Metallic,Â,True,ZARFANAN1L7629914,P0519,5008
2021,Ram,1500 Limited,4WD,15,21,Gasoline,Automatic,5.7L V8 16V MPFI OHV,Diamond Black,Black,True,1C6SRFHT7MN500656,C2053,5009
2019,Infiniti,QX60 Luxe,AWD,19,26,Gasoline,CVT,3.5L V6 24V GDI DOHC,Mocha Almond,Wheat,True,5N1DL0MM6KC548734,P2485,5010
2019,Land,Rover Range Rover Velar P250 SE R-Dynamic,4WD,21,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Santorini Black,Ebony / Ebony,True,SALYL2EXXKA799108,LH12261P,5011
2019,Jeep,Grand Cherokee Limited,4WD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Diamond Black,Black,True,1C4RJFBGXKC660632,A10245,5012
2019,Ford,Edge SEL,AWD,21,28,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Sea Green,Ebony,True,2FMPK4J93KBB25052,W20231A,5013
2019,Kia,Sorento LX,FWD,22,29,Gasoline,Automatic,2.4L I4 16V GDI DOHC,Blaze Blue,Stone Beige,True,5XYPG4A32KG505321,5117787A,5014
2019,Volvo,XC60 T5 Momentum,FWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Ice White,Â,False,LYV102DK3KB350899,611458A,5015
2020,Lexus,RX 350 Base,FWD,20,27,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Moon,Parchment,True,2T2HZMAA5LC155477,CMT222330B,5016
2021,Lexus,RX 350 Base,FWD,20,27,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Nebula Gray Pearl,Parchment,True,2T2HZMAA6MC217230,NLR210202L,5017
2019,Jeep,Grand Cherokee Limited,4WD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Diamond Black,Black,True,1C4RJFBG0KC759749,220854P,5018
2017,Bmw,X1 xDrive 28i,AWD,22,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Glacier Silver Metallic,Beige,True,WBXHT3Z35H4A52176,22V176A,5019
2016,Bmw,X5 xDrive35i,AWD,18,24,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,Gray,Brown,True,5UXKR0C59G0P33274,C4154,5020
2018,Ford,Escape SE,FWD,23,30,Gasoline,Automatic,1.5L I4 16V GDI DOHC Turbo,Oxford White,Charcoal Black,True,1FMCU0GD4JUD03055,RJUD03055,5021
2021,Toyota,Highlander Limited,FWD,21,29,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/211,Silver,Graphite,True,5TDYZRAH8MS048897,L527705A,5022
2021,Gmc,Sierra 1500 Denali,4WD,16,22,Diesel,Automatic,3.0L I6 24V DDI DOHC Turbo Diesel,Hunter Metallic,Dark Walnut,True,1GTU9FET3MZ387481,GT7481,5023
2018,Mercedes-Benz,C-Class C 300,RWD,24,33,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black,Silk Beige / Black,True,55SWF4JB7JU268187,JU268187C,5024
2020,Toyota,Highlander XLE,FWD,21,29,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Midnight Black Metallic,Black,True,5TDGZRAH6LS506043,123546,5025
2020,Nissan,Rogue SV,AWD,25,32,Gasoline,CVT,2.5L I4 16V MPFI DOHC,Glacier White,Charcoal,True,KNMAT2MV4LP528732,U3767,5026
2020,Bmw,X7 xDrive40i,AWD,20,25,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,Dark Graphite Metallic,Ivory White,True,5UXCW2C01L9A01842,L9A01842P,5027
2019,Lincoln,MKZ Hybrid Reserve I,FWD,42,39,Hybrid,CVT,2.0L I4 16V MPFI DOHC Hybrid,Blue Diamond,Cappuccino,True,3LN6L5LU5KR622217,G0315,5028
2020,Lexus,RX 350 Base,AWD,19,26,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Nebula Gray Pearl,Black,True,2T2HZMDA8LC242981,N220146B,5029
2022,Honda,Pilot Special Edition,AWD,19,26,Gasoline,Automatic,3.5L V6 24V GDI SOHC,Sonic Gray Pearl,Black,True,5FNYF6H22NB028319,VP9502,5030
2019,Land,Rover Range Rover Sport 3.0L Supercharged HSE,4WD,17,23,Gasoline,Automatic,V6,Narvik Black,Ebony/Ebony/Ebony/Ebony,True,SALWR2RV1KA844709,KA844709,5031
2018,Bmw,X5 xDrive35i,AWD,18,24,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,Silver,Â,True,5UXKR0C54J0X97696,X97696,5032
2021,Bmw,X3 sDrive30i,RWD,25,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Alpine White,Black,False,5UXTY3C01M9G38814,CMT222496A,5033
2020,Chrysler,Pacifica Limited,FWD,19,28,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Brilliant Black Crystal Pearlcoat,Cognac,True,2C4RC1GG9LR181276,CGL181276,5034
2017,Jeep,Grand Cherokee Summit,4WD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Luxury Brown Pearlcoat,Black,True,1C4RJFJG8HC857132,HC857132,5035
2018,Audi,Q7 3.0T Premium Plus,AWD,19,25,Gasoline,Automatic,3.0L V6 24V GDI DOHC Supercharged,Florett Silver Metallic,Nougat Brown,True,WA1LAAF77JD041850,JD041850,5036
2021,Lexus,GX 460 Base,4WD,15,19,Gasoline,Automatic,4.6L V8 32V MPFI DOHC,Starfire Pearl,Â,True,JTJAM7BX2M5269943,M5269943,5037
2020,Mercedes-Benz,C-Class C 300 4MATIC,AWD,23,33,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black,Silk Beige,False,WDDWF8EBXLR542066,D220684A,5038
2018,Ford,Explorer XLT,4WD,16,22,Gasoline,Automatic,3.5L V6 24V MPFI DOHC,Ruby Red,Black,True,1FM5K8D85JGC11097,G2774,5039
2019,Mazda,CX-5 Grand Touring,AWD,24,30,Gasoline,Automatic,2.5L I4 16V GDI DOHC,Jet Black Mica,Black,True,JM3KFBDM7K0588229,MA43099L,5040
2020,Land,Rover Defender 110 SE,4WD,17,22,Gasoline,Automatic,V6,Fuji White,Ebony,True,SALEP7EU1L2016280,22M175AJA,5041
2019,Honda,CR-V EX-L,AWD,27,33,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,Modern Steel Metallic,Gray,False,5J6RW2H86KL036699,H36699,5042
2019,Bmw,X4 xDrive30i,AWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Mineral White Metallic,Tacora Red,True,5UXUJ3C55KLG56950,ALF587,5043
2019,Mercedes-Benz,AMG C 43 Base 4MATIC,AWD,19,27,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,Polar White,Cranberry Red,True,WDDWJ6EB5KF903934,LM903934,5044
2020,Kia,Sportage LX,FWD,23,30,Gasoline,Automatic,2.4L I4 16V GDI DOHC,Black Cherry Pearl,Black,True,KNDPM3ACXL7665187,US233L,5045
2019,Dodge,Durango GT Plus,AWD,18,25,Gasoline,Automatic,Regular Unleaded V-6 3.6 L/220,Db Black Clearcoat,Lt Frost Beige/Black,True,1C4RDJDG1KC582555,1200704,5046
2019,Volvo,XC90 T6 Momentum,AWD,19,26,Gasoline,Automatic,2.0L I4 16V GDI DOHC,Crystal White Pearl Metallic,Charcoal,True,YV4A22PK9K1496234,UU1502,5047
2020,Toyota,Corolla LE,FWD,30,38,Gasoline,CVT,1.8L I4 16V MPFI DOHC,Super White,Black,True,5YFEPRAEXLP077145,A161119,5048
2019,Bmw,330 i xDrive,AWD,25,34,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Melbourne Red Metallic,Beige,False,WBA5R7C58KFH05480,MPA3957,5049
2022,Bmw,X2 M35i,AWD,23,30,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Mineral Gray Metallic,Black,True,WBXYN1C00N5T48576,60100,5050
2019,Mercedes-Benz,C-Class C 300 4MATIC,AWD,21,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Gray,Black,True,WDDWK8EB8KF848064,22-427,5051
2019,Bmw,X5 xDrive40i,AWD,20,26,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,Black Sapphire Metallic,Black,False,5UXCR6C54KLK81359,KLK81359,5052
2019,Jeep,Cherokee Limited,4WD,19,27,Gasoline,Automatic,3.2L V6 24V MPFI DOHC,Green,Black,True,1C4PJMDXXKD302126,22816222,5053
2020,Infiniti,Q50 3.0t Sport,RWD,20,29,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,Liquid Platinum,Graphite,False,JN1EV7AP9LM203111,R3864,5054
2020,Honda,Civic LX,FWD,30,38,Gasoline,CVT,2.0L I4 16V MPFI DOHC,Modern Steel Metallic,Gray,True,19XFC2F62LE210488,PU01310,5055
2020,Bmw,X5 sDrive40i,RWD,21,26,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,White,Black,False,5UXCR4C00L9C28345,LL9C28345,5056
2020,Volkswagen,Tiguan 2.0T SE,AWD,20,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Stone Blue,Black,True,3VV2B7AX7LM091424,23049280,5057
2020,Volkswagen,Tiguan 2.0T SE,FWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Deep Black Pearl Effect,Black,True,3VV3B7AX1LM004119,LM004119,5058
2018,Chrysler,300 Limited,AWD,18,27,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Bright White Clearcoat,Black,True,2C3CCAKG4JH268457,P16920RA,5059
2021,Tesla,Model Y Long Range,AWD,131,117,Electric,Automatic,Electric,Pearl White Multi,White / Black,True,5YJYGDEE2MF102871,P16994,5060
2020,Acura,RDX Technology Package,AWD,21,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,White,Ebony,True,5J8TC2H50LL013724,22665385,5061
2016,Chevrolet,Tahoe LT,RWD,16,23,Gasoline,Automatic,5.3L V8 16V GDI OHV,Black,Jet Black,True,1GNSCBKC4GR219530,C194442,5062
2014,Bmw,X3 xDrive28i,AWD,21,28,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Carbon Black Metallic,Â,True,5UXWX9C57E0D31488,E0D31488,5063
2022,Toyota,Tacoma SR5,RWD,19,24,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Black,Black,True,3TMAZ5CNXNM160504,PA2124,5064
2019,Ford,Explorer XLT,4WD,16,22,Gasoline,Automatic,3.5L V6 24V MPFI DOHC,Agate Black Metallic,Ebony Black,True,1FM5K8D87KGA86959,PKGA86959,5065
2019,Jeep,Grand Cherokee Limited,4WD,18,25,Gasoline,Automatic,5.7L V8 16V MPFI OHV,Diamond Black,Â,True,1C4RJFBT5KC533848,KC533848,5066
2019,Subaru,Forester Premium,AWD,26,33,Gasoline,CVT,2.5L H4 16V GDI DOHC,Crystal White Pearl,Gray,False,JF2SKAEC5KH407989,MSSP190203,5067
2019,Land,Rover Range Rover 5.0L V8 Supercharged,4WD,16,21,Gasoline,Automatic,Intercooled Supercharger Premium Unleaded V-8 5.0 L/305,Santorini Black Metallic,Ebony/Ebony/Ebony/Ebony,True,SALGS5RE8KA562335,10075,5068
2018,Mercedes-Benz,C-Class C 300,RWD,24,33,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Iridium Silver Metallic,Â,True,WDDWF4JBXJR405415,JR405415,5069
2018,Chevrolet,Silverado 1500 1LT,RWD,18,24,Gasoline,Automatic,5.3L V8 16V GDI OHV,Black,Black,True,1GCRCREC2JZ269426,221193B,5070
2020,Ford,F-150 Platinum,4WD,15,21,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,Magnetic,Black,True,1FTEW1E45LFB53853,22T647A,5071
2018,Ford,Explorer XLT,FWD,17,24,Gasoline,Automatic,V6 Cylinder Engine,Shadow Black,Ebony Black,True,1FM5K7D85JGB55074,C22-136B,5072
2020,Cadillac,Escalade Platinum,4WD,14,21,Gasoline,Automatic,6.2L V8 16V GDI OHV,Crystal White Tri-Coat,Jet Black,True,1GYS4DKJ9LR189090,LR189090T,5073
2019,Land,Rover Discovery HSE LUXURY,4WD,16,21,Gasoline,Automatic,V6,Byron Blue,Light Oyster / Ebony,True,SALRT2RV7KA083165,PKA083165,5074
2017,Toyota,Highlander Limited,AWD,20,26,Gasoline,Automatic,3.5L V6 24V GDI DOHC,Blizzard Pearl,Almond,True,5TDDZRFH0HS385013,HS3850PP,5075
2013,Chevrolet,Corvette Grand Sport,RWD,16,26,Gasoline,Automatic,8 Cylinder Engine,Arctic White,Red,True,1G1YV2DW1D5107297,T29735A,5076
2020,Lexus,IS 350 Base,RWD,20,28,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Black,Black,True,JTHGZ1B25L5036118,L5036118,5077
2020,Ford,Explorer ST,4WD,18,24,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,Magnetic Metallic,Ebony,True,1FM5K8GC9LGA56881,LGA56881,5078
2021,Ford,Explorer Base,RWD,21,28,Gasoline,Automatic,2.3L I4 16V GDI DOHC Turbo,Iconic Silver,Sandstone,True,1FMSK7BH9MGA40147,MGA40147P,5079
2019,Subaru,Ascent Touring 7-Passenger,AWD,20,26,Gasoline,CVT,2.4L H4 16V GDI DOHC Turbo,White,Java Brown,False,4S4WMARD9K3470910,S22305A,5080
2011,Chevrolet,Impala LS Fleet,FWD,19,29,Flex Fuel,Automatic,3.5L V6 12V MPFI OHV Flexible Fuel,White,Beige,True,2G1WF5EK6B1228620,3563,5081
2019,Audi,Q7 55 Prestige,AWD,19,25,Gasoline,Automatic,3.0L V6 24V GDI DOHC Supercharged,Glacier White Metallic,Black,True,WA1VAAF75KD029920,TKD029920,5082
2021,Ford,F-150 Limited,4WD,18,23,Hybrid,Automatic,3.5L V6 24V PDI DOHC Twin Turbo Hybrid,Agate Black Metallic,Admiral Blue,True,1FTFW1ED6MFC82948,U10550,5083
2019,Acura,RDX A-Spec,AWD,21,26,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Majestic Black Pearl,Ebony,True,5J8TC2H62KL803386,P5938,5084
2021,Subaru,Forester Sport,AWD,26,33,Gasoline,CVT,2.5L H4 16V GDI DOHC,Crystal White Pearl,Gray,True,JF2SKALC5MH430629,25AF813T,5085
2020,Hyundai,Palisade Limited,FWD,19,26,Gasoline,Automatic,3.8L V6 24V GDI DOHC,Becketts Black,Â,True,KM8R54HE8LU126437,LU126437,5086
